"","ID","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Relation_to_UCSC_CpG_Island"
"cg27236096","cg27236096","16",2635862,"PDPK1;PDPK1","NM_031268;NM_002613","Body;Body","S_Shore"
"cg00976532","cg00976532","16",2636476,"PDPK1;PDPK1","NM_031268;NM_002613","Body;Body","S_Shelf"
"cg02421553","cg02421553","16",2645410,"PDPK1;PDPK1","NM_031268;NM_002613","Body;Body",""
"cg03971523","cg03971523","16",2645599,"PDPK1;PDPK1","NM_031268;NM_002613","Body;Body",""
"cg01471259","cg01471259","16",2645846,"PDPK1;PDPK1","NM_031268;NM_002613","Body;Body",""
"cg02801007","cg02801007","16",2645870,"PDPK1;PDPK1","NM_031268;NM_002613","Body;Body",""
"cg07319614","cg07319614","16",2645901,"PDPK1;PDPK1","NM_031268;NM_002613","Body;Body",""
"cg06522179","cg06522179","16",2647662,"PDPK1;PDPK1","NM_031268;NM_002613","Body;Body",""
"cg02170490","cg02170490","16",2647690,"PDPK1;PDPK1","NM_031268;NM_002613","Body;Body",""
"cg07042359","cg07042359","16",2648056,"PDPK1;PDPK1","NM_031268;NM_002613","3'UTR;3'UTR",""
"cg00662273","cg00662273","16",2648122,"PDPK1;PDPK1","NM_031268;NM_002613","3'UTR;3'UTR",""
"cg01222216","cg01222216","16",2648276,"PDPK1;PDPK1","NM_031268;NM_002613","3'UTR;3'UTR",""
"cg04635154","cg04635154","16",2649876,"PDPK1;PDPK1","NM_031268;NM_002613","3'UTR;3'UTR","N_Shelf"
"cg01244128","cg01244128","16",2652696,"PDPK1;LOC652276;PDPK1","NM_031268;NR_015441;NM_002613","3'UTR;TSS1500;3'UTR","N_Shore"
"cg04334885","cg04334885","16",2652940,"PDPK1;LOC652276;PDPK1","NM_031268;NR_015441;NM_002613","3'UTR;TSS1500;3'UTR","N_Shore"
"cg03846022","cg03846022","16",2652948,"PDPK1;LOC652276;PDPK1","NM_031268;NR_015441;NM_002613","3'UTR;TSS1500;3'UTR","N_Shore"
"cg06035616","cg06035616","16",2653306,"LOC652276","NR_015441","TSS200","Island"
"cg25000382","cg25000382","16",2653501,"LOC652276","NR_015441","Body","Island"
"cg00433159","cg00433159","16",2653839,"LOC652276","NR_015441","Body","Island"
"cg02814420","cg02814420","16",2653987,"LOC652276","NR_015441","Body","S_Shore"
"cg01403532","cg01403532","16",2657766,"LOC652276","NR_015441","Body","N_Shelf"
"cg06127746","cg06127746","16",2660277,"LOC652276","NR_015441","Body","N_Shore"
"cg04354689","cg04354689","16",2660830,"LOC652276","NR_015441","Body","Island"
"cg03571959","cg03571959","16",2660876,"LOC652276","NR_015441","Body","Island"
"cg08011223","cg08011223","16",2661622,"LOC652276","NR_015441","Body","S_Shore"
"cg00664920","cg00664920","16",2664747,"LOC652276","NR_015441","Body","Island"
"cg09867343","cg09867343","16",2664939,"LOC652276","NR_015441","Body","N_Shore"
"cg08164977","cg08164977","16",2672420,"LOC652276","NR_015441","Body","N_Shore"
"cg27601182","cg27601182","16",2673800,"LOC652276","NR_015441","Body","S_Shore"
"cg26526315","cg26526315","16",2687449,"","","","S_Shelf"
"cg06661057","cg06661057","16",2689908,"FLJ42627","NR_024492","Body",""
"cg03603296","cg03603296","16",2713338,"","","",""
"cg09647797","cg09647797","16",2719519,"","","","N_Shelf"
"cg10040225","cg10040225","16",2719666,"","","","N_Shelf"
"cg02628770","cg02628770","16",2720185,"","","","N_Shelf"
"cg16378133","cg16378133","16",2721379,"","","","N_Shore"
"cg07559253","cg07559253","16",2722841,"","","","N_Shore"
"cg10909154","cg10909154","16",2723619,"","","","Island"
"cg04130886","cg04130886","16",2723694,"","","","S_Shore"
"cg02366624","cg02366624","16",2726100,"","","","S_Shelf"
"cg00698982","cg00698982","16",2728291,"","","","N_Shelf"
"cg06057750","cg06057750","16",2731600,"KCTD5","NM_018992","TSS1500","N_Shore"
"cg03401506","cg03401506","16",2732168,"KCTD5","NM_018992","TSS1500","N_Shore"
"cg25794979","cg25794979","16",2732314,"KCTD5","NM_018992","TSS200","Island"
"cg00615811","cg00615811","16",2732491,"KCTD5","NM_018992","TSS200","Island"
"cg27537453","cg27537453","16",2732578,"KCTD5","NM_018992","1stExon","Island"
"cg02205746","cg02205746","16",2732724,"KCTD5","NM_018992","1stExon","Island"
"cg20722469","cg20722469","16",2732843,"KCTD5","NM_018992","Body","Island"
"cg01831107","cg01831107","16",2733060,"KCTD5","NM_018992","Body","S_Shore"
"cg06833320","cg06833320","16",2734682,"KCTD5","NM_018992","Body","S_Shore"
"cg06581357","cg06581357","16",2736874,"KCTD5","NM_018992","Body","S_Shelf"
"cg02544836","cg02544836","16",2737220,"KCTD5","NM_018992","Body",""
"cg09866569","cg09866569","16",2737340,"KCTD5","NM_018992","Body",""
"cg08055663","cg08055663","16",2737356,"KCTD5","NM_018992","Body",""
"cg08276042","cg08276042","16",2740348,"KCTD5","NM_018992","Body",""
"cg00268476","cg00268476","16",2740589,"KCTD5","NM_018992","Body",""
"cg05681670","cg05681670","16",2740814,"KCTD5","NM_018992","Body",""
"cg01566745","cg01566745","16",2741070,"KCTD5","NM_018992","Body",""
"cg01248460","cg01248460","16",2741260,"KCTD5","NM_018992","Body",""
"cg02527751","cg02527751","16",2743684,"KCTD5","NM_018992","Body","N_Shelf"
"cg03796003","cg03796003","16",2746544,"KCTD5","NM_018992","Body","Island"
"cg04662184","cg04662184","16",2746722,"KCTD5","NM_018992","Body","Island"
"cg22959578","cg22959578","16",2746896,"KCTD5","NM_018992","Body","Island"
"cg00563300","cg00563300","16",2747028,"KCTD5","NM_018992","Body","Island"
"cg16586336","cg16586336","16",2748071,"KCTD5","NM_018992","Body","S_Shore"
"cg04577451","cg04577451","16",2749387,"KCTD5","NM_018992","Body","S_Shelf"
"cg26599871","cg26599871","16",2749429,"KCTD5","NM_018992","Body","S_Shelf"
"cg03966955","cg03966955","16",2749496,"KCTD5","NM_018992","Body","S_Shelf"
"cg16765068","cg16765068","16",2749792,"KCTD5","NM_018992","Body","S_Shelf"
"cg26609398","cg26609398","16",2752235,"KCTD5","NM_018992","Body",""
"cg06936246","cg06936246","16",2752365,"KCTD5","NM_018992","Body",""
"cg07066067","cg07066067","16",2755024,"KCTD5","NM_018992","Body","N_Shelf"
"cg26605700","cg26605700","16",2757124,"KCTD5","NM_018992","Body","N_Shore"
"cg04661834","cg04661834","16",2757657,"KCTD5","NM_018992","3'UTR","Island"
"cg07643829","cg07643829","16",2757806,"KCTD5","NM_018992","3'UTR","Island"
"cg08324742","cg08324742","16",2758507,"KCTD5","NM_018992","3'UTR","S_Shore"
"cg05352903","cg05352903","16",2758541,"KCTD5","NM_018992","3'UTR","S_Shore"
"cg09929650","cg09929650","16",2759080,"","","","S_Shore"
"cg09372449","cg09372449","16",2760410,"","","","S_Shelf"
"cg04880804","cg04880804","16",2762569,"PRSS27","NM_031948","3'UTR","N_Shelf"
"cg00644107","cg00644107","16",2762673,"PRSS27","NM_031948","Body","N_Shelf"
"cg10324810","cg10324810","16",2762695,"PRSS27","NM_031948","Body","N_Shelf"
"cg02090883","cg02090883","16",2762819,"PRSS27","NM_031948","Body","N_Shelf"
"cg26693953","cg26693953","16",2764201,"PRSS27","NM_031948","Body","N_Shore"
"cg26029554","cg26029554","16",2765620,"PRSS27","NM_031948","Body","Island"
"cg05233310","cg05233310","16",2765900,"PRSS27","NM_031948","Body","S_Shore"
"cg26761572","cg26761572","16",2766247,"PRSS27","NM_031948","Body","S_Shore"
"cg08720503","cg08720503","16",2768961,"PRSS27","NM_031948","Body","N_Shore"
"cg06377256","cg06377256","16",2769484,"PRSS27","NM_031948","Body","N_Shore"
"cg01195196","cg01195196","16",2770211,"PRSS27;PRSS27","NM_031948;NM_031948","1stExon;5'UTR","Island"
"cg16444062","cg16444062","16",2770298,"PRSS27;PRSS27","NM_031948;NM_031948","1stExon;5'UTR","Island"
"cg12391048","cg12391048","16",2770336,"PRSS27;PRSS27","NM_031948;NM_031948","1stExon;5'UTR","Island"
"cg05144884","cg05144884","16",2770429,"PRSS27;PRSS27","NM_031948;NM_031948","1stExon;5'UTR","Island"
"cg05846166","cg05846166","16",2770814,"PRSS27","NM_031948","TSS1500","N_Shore"
"cg20797766","cg20797766","16",2770866,"PRSS27","NM_031948","TSS1500","N_Shore"
"cg00286214","cg00286214","16",2771425,"PRSS27","NM_031948","TSS1500","S_Shore"
"cg07611933","cg07611933","16",2773245,"","","","S_Shore"
"cg09694336","cg09694336","16",2774991,"","","","S_Shelf"
"cg01007737","cg01007737","16",2787413,"LOC100128788;LOC100128788","NR_027275;NR_027274","Body;Body",""
"cg16392797","cg16392797","16",2794914,"LOC100128788;LOC100128788","NR_027274;NR_027275","TSS200;Body",""
"cg06344054","cg06344054","16",2795332,"LOC100128788;LOC100128788","NR_027275;NR_027274","Body;TSS1500",""
"cg07875082","cg07875082","16",2795390,"LOC100128788;LOC100128788","NR_027275;NR_027274","Body;TSS1500",""
"cg16359034","cg16359034","16",2795664,"LOC100128788;LOC100128788","NR_027275;NR_027274","Body;TSS1500",""
"cg06438301","cg06438301","16",2798608,"LOC100128788","NR_027275","Body","N_Shelf"
"cg27663249","cg27663249","16",2801092,"LOC100128788;SRRM2","NR_027275;NM_016333","Body;TSS1500","N_Shore"
"cg16792312","cg16792312","16",2801668,"LOC100128788;SRRM2","NR_027275;NM_016333","Body;TSS1500","N_Shore"
"cg04484916","cg04484916","16",2801730,"LOC100128788;SRRM2","NR_027275;NM_016333","Body;TSS1500","N_Shore"
"cg06736444","cg06736444","16",2801793,"LOC100128788;SRRM2","NR_027275;NM_016333","Body;TSS1500","N_Shore"
"cg10575367","cg10575367","16",2801914,"LOC100128788;SRRM2","NR_027275;NM_016333","Body;TSS1500","Island"
"cg03507326","cg03507326","16",2801952,"LOC100128788;SRRM2","NR_027275;NM_016333","Body;TSS1500","Island"
"cg07853743","cg07853743","16",2802190,"SRRM2;LOC100128788","NM_016333;NR_027275","TSS200;Body","Island"
"cg08526825","cg08526825","16",2802229,"SRRM2;LOC100128788","NM_016333;NR_027275","TSS200;Body","Island"
"cg03796952","cg03796952","16",2802241,"SRRM2;LOC100128788","NM_016333;NR_027275","TSS200;Body","Island"
"cg09222259","cg09222259","16",2802304,"SRRM2;LOC100128788","NM_016333;NR_027275","TSS200;Body","Island"
"cg07047920","cg07047920","16",2802315,"SRRM2;LOC100128788","NM_016333;NR_027275","TSS200;Body","Island"
"cg16331828","cg16331828","16",2802481,"SRRM2;LOC100128788;SRRM2","NM_016333;NR_027275;NM_016333","5'UTR;Body;1stExon","Island"
"cg07195622","cg07195622","16",2803408,"SRRM2;LOC100128788","NM_016333;NR_027275","5'UTR;TSS1500","Island"
"cg06293169","cg06293169","16",2803839,"SRRM2;LOC100128788","NM_016333;NR_027275","5'UTR;TSS1500","S_Shore"
"cg05958351","cg05958351","16",2804731,"SRRM2","NM_016333","5'UTR","N_Shore"
"cg09963654","cg09963654","16",2806322,"SRRM2","NM_016333","5'UTR","Island"
"cg07466320","cg07466320","16",2806495,"SRRM2","NM_016333","Body","Island"
"cg05262711","cg05262711","16",2807476,"SRRM2","NM_016333","Body","S_Shore"
"cg06655030","cg06655030","16",2809731,"SRRM2","NM_016333","Body","N_Shelf"
"cg10314406","cg10314406","16",2809774,"SRRM2","NM_016333","Body","N_Shelf"
"cg01729739","cg01729739","16",2810175,"SRRM2","NM_016333","Body","N_Shelf"
"cg08408976","cg08408976","16",2810372,"SRRM2","NM_016333","Body","N_Shore"
"cg06689388","cg06689388","16",2810375,"SRRM2","NM_016333","Body","N_Shore"
"cg06534994","cg06534994","16",2812054,"SRRM2","NM_016333","Body","N_Shore"
"cg02756281","cg02756281","16",2812333,"SRRM2","NM_016333","Body","Island"
"cg03477043","cg03477043","16",2812423,"SRRM2","NM_016333","Body","Island"
"cg12835806","cg12835806","16",2812435,"SRRM2","NM_016333","Body","Island"
"cg06810998","cg06810998","16",2812492,"SRRM2","NM_016333","Body","Island"
"cg00087023","cg00087023","16",2812825,"SRRM2","NM_016333","Body","S_Shore"
"cg06659904","cg06659904","16",2812915,"SRRM2","NM_016333","Body","S_Shore"
"cg02331352","cg02331352","16",2813897,"SRRM2","NM_016333","Body","N_Shore"
"cg02719010","cg02719010","16",2815576,"SRRM2","NM_016333","Body","Island"
"cg26484621","cg26484621","16",2816224,"SRRM2","NM_016333","Body","Island"
"cg20107733","cg20107733","16",2816368,"SRRM2","NM_016333","Body","Island"
"cg02159643","cg02159643","16",2816725,"SRRM2","NM_016333","Body","Island"
"cg05991685","cg05991685","16",2818793,"SRRM2","NM_016333","Body","S_Shore"
"cg06402590","cg06402590","16",2820155,"SRRM2","NM_016333","Body","S_Shelf"
"cg09080030","cg09080030","16",2820366,"SRRM2","NM_016333","Body","S_Shelf"
"cg08809408","cg08809408","16",2820942,"SRRM2","NM_016333","3'UTR",""
"cg04615771","cg04615771","16",2821486,"TCEB2;TCEB2","NM_007108;NM_207013","3'UTR;Body",""
"cg06216428","cg06216428","16",2823300,"TCEB2;TCEB2","NM_207013;NM_007108","Body;Body","N_Shelf"
"cg02026611","cg02026611","16",2826048,"TCEB2;TCEB2","NM_207013;NM_007108","Body;Body","N_Shore"
"cg19048496","cg19048496","16",2827738,"TCEB2;TCEB2","NM_207013;NM_007108","TSS1500;TSS1500","Island"
"cg07059052","cg07059052","16",2828302,"TCEB2;TCEB2","NM_207013;NM_007108","TSS1500;TSS1500","S_Shore"
"cg01877595","cg01877595","16",2830321,"","","","S_Shelf"
"cg04600699","cg04600699","16",2831856,"","","","N_Shelf"
"cg02300809","cg02300809","16",2834169,"PRSS33","NM_152891","3'UTR","N_Shore"
"cg24156555","cg24156555","16",2835064,"PRSS33","NM_152891","Body","Island"
"cg00251618","cg00251618","16",2835624,"PRSS33","NM_152891","Body","Island"
"cg00401552","cg00401552","16",2835710,"PRSS33","NM_152891","Body","Island"
"cg16591048","cg16591048","16",2836816,"PRSS33","NM_152891","TSS200","S_Shore"
"cg26934402","cg26934402","16",2837636,"PRSS33","NM_152891","TSS1500","S_Shore"
"cg01569052","cg01569052","16",2837641,"PRSS33","NM_152891","TSS1500","S_Shore"
"cg05687563","cg05687563","16",2837658,"PRSS33","NM_152891","TSS1500","S_Shore"
"cg27518631","cg27518631","16",2846005,"","","","N_Shelf"
"cg08104780","cg08104780","16",2848117,"TESSP1","NM_001135086","TSS1500","N_Shore"
"cg02230103","cg02230103","16",2848223,"TESSP1","NM_001135086","TSS1500","N_Shore"
"cg07176342","cg07176342","16",2848275,"TESSP1","NM_001135086","TSS1500","N_Shore"
"cg04493401","cg04493401","16",2848337,"TESSP1","NM_001135086","TSS200","N_Shore"
"cg25618731","cg25618731","16",2848409,"TESSP1","NM_001135086","TSS200","N_Shore"
"cg08084154","cg08084154","16",2848577,"TESSP1","NM_001135086","1stExon","Island"
"cg19403023","cg19403023","16",2848797,"TESSP1","NM_001135086","Body","Island"
"cg27561907","cg27561907","16",2848830,"TESSP1","NM_001135086","Body","Island"
"cg04231541","cg04231541","16",2849110,"TESSP1","NM_001135086","Body","Island"
"cg19534703","cg19534703","16",2849144,"TESSP1","NM_001135086","Body","Island"
"cg01398247","cg01398247","16",2849640,"TESSP1","NM_001135086","Body","S_Shore"
"cg00365411","cg00365411","16",2851243,"TESSP1","NM_001135086","Body","S_Shelf"
"cg10194884","cg10194884","16",2863919,"","","","N_Shelf"
"cg01976002","cg01976002","16",2866454,"PRSS21;PRSS21;PRSS21","NM_144957;NM_006799;NM_144956","TSS1500;TSS1500;TSS1500","N_Shore"
"cg05635274","cg05635274","16",2866901,"PRSS21;PRSS21;PRSS21","NM_144957;NM_006799;NM_144956","TSS1500;TSS1500;TSS1500","N_Shore"
"cg02296564","cg02296564","16",2867051,"PRSS21;PRSS21;PRSS21","NM_006799;NM_144957;NM_144956","TSS200;TSS200;TSS200","N_Shore"
"cg22730830","cg22730830","16",2867434,"PRSS21;PRSS21;PRSS21","NM_144956;NM_006799;NM_144957","Body;Body;Body","Island"
"cg01232511","cg01232511","16",2867446,"PRSS21;PRSS21;PRSS21","NM_144956;NM_006799;NM_144957","Body;Body;Body","Island"
"cg07798610","cg07798610","16",2867683,"PRSS21;PRSS21;PRSS21","NM_144956;NM_006799;NM_144957","Body;Body;Body","Island"
"cg07280731","cg07280731","16",2867773,"PRSS21;PRSS21;PRSS21","NM_144956;NM_006799;NM_144957","Body;Body;Body","Island"
"cg18786718","cg18786718","16",2868001,"PRSS21;PRSS21;PRSS21","NM_144956;NM_006799;NM_144957","Body;Body;Body","Island"
"cg08787769","cg08787769","16",2869479,"PRSS21;PRSS21;PRSS21","NM_144956;NM_006799;NM_144957","Body;Body;Body","S_Shore"
"cg09552434","cg09552434","16",2871599,"PRSS21;PRSS21;PRSS21","NM_144956;NM_006799;NM_144957","Body;Body;Body","S_Shelf"
"cg06753684","cg06753684","16",2875375,"","","",""
"cg27538070","cg27538070","16",2875526,"","","",""
"cg08829024","cg08829024","16",2879393,"ZG16B","NM_145252","TSS1500",""
"cg04543077","cg04543077","16",2879544,"ZG16B","NM_145252","TSS1500",""
"cg05461841","cg05461841","16",2879944,"ZG16B","NM_145252","TSS1500",""
"cg01037823","cg01037823","16",2879998,"ZG16B","NM_145252","TSS200",""
"cg03096107","cg03096107","16",2880149,"ZG16B","NM_145252","TSS200",""
"cg02558476","cg02558476","16",2880326,"ZG16B","NM_145252","1stExon",""
"cg26259865","cg26259865","16",2880359,"ZG16B","NM_145252","Body",""
"cg05055712","cg05055712","16",2880431,"ZG16B","NM_145252","Body",""
"cg05468917","cg05468917","16",2882180,"ZG16B","NM_145252","3'UTR",""
"cg26809868","cg26809868","16",2886233,"","","",""
"cg26960012","cg26960012","16",2889915,"TMPRSS8","NR_026864","Body","N_Shelf"
"cg07645761","cg07645761","16",2892518,"TMPRSS8","NR_026864","Body","N_Shore"
"cg00491180","cg00491180","16",2892604,"TMPRSS8","NR_026864","Body","Island"
"cg27137258","cg27137258","16",2892782,"TMPRSS8","NR_026864","TSS200","Island"
"cg10448227","cg10448227","16",2892809,"TMPRSS8","NR_026864","TSS200","Island"
"cg10186456","cg10186456","16",2892912,"TMPRSS8","NR_026864","TSS200","S_Shore"
"cg05281623","cg05281623","16",2892994,"TMPRSS8","NR_026864","TSS1500","S_Shore"
"cg01726880","cg01726880","16",2893702,"TMPRSS8","NR_026864","TSS1500","S_Shore"
"cg02016903","cg02016903","16",2893718,"TMPRSS8","NR_026864","TSS1500","S_Shore"
"cg00539300","cg00539300","16",2895093,"","","","S_Shelf"
"cg00003900","cg00003900","16",2897074,"","","",""
"cg06923233","cg06923233","16",2899061,"","","","N_Shelf"
"cg04491591","cg04491591","16",2902608,"","","","N_Shore"
"cg27174822","cg27174822","16",2902830,"PRSS22","NM_022119","3'UTR","Island"
"cg06186790","cg06186790","16",2902921,"PRSS22","NM_022119","3'UTR","Island"
"cg16701914","cg16701914","16",2903108,"PRSS22","NM_022119","Body","Island"
"cg06077305","cg06077305","16",2903246,"PRSS22","NM_022119","Body","Island"
"cg04468817","cg04468817","16",2903392,"PRSS22","NM_022119","Body","S_Shore"
"cg05915609","cg05915609","16",2904455,"PRSS22","NM_022119","Body","S_Shore"
"cg10272176","cg10272176","16",2904862,"PRSS22","NM_022119","Body","S_Shore"
"cg02529919","cg02529919","16",2906070,"PRSS22","NM_022119","Body","N_Shore"
"cg07129104","cg07129104","16",2907517,"PRSS22","NM_022119","Body","N_Shore"
"cg00944388","cg00944388","16",2907695,"PRSS22","NM_022119","Body","Island"
"cg07516511","cg07516511","16",2907819,"PRSS22","NM_022119","Body","Island"
"cg18345369","cg18345369","16",2907859,"PRSS22","NM_022119","Body","S_Shore"
"cg00699901","cg00699901","16",2908157,"PRSS22;PRSS22","NM_022119;NM_022119","1stExon;5'UTR","S_Shore"
"cg21452411","cg21452411","16",2908211,"PRSS22","NM_022119","TSS200","S_Shore"
"cg27620871","cg27620871","16",2908219,"PRSS22","NM_022119","TSS200","S_Shore"
"cg02256969","cg02256969","16",2908245,"PRSS22","NM_022119","TSS200","S_Shore"
"cg19328294","cg19328294","16",2908554,"PRSS22","NM_022119","TSS1500","S_Shore"
"cg05895034","cg05895034","16",2908892,"PRSS22","NM_022119","TSS1500","S_Shore"
"cg09745688","cg09745688","16",2908918,"PRSS22","NM_022119","TSS1500","S_Shore"
"cg05490519","cg05490519","16",2908934,"PRSS22","NM_022119","TSS1500","S_Shore"
"cg07367760","cg07367760","16",2911707,"","","","S_Shelf"
"cg08083816","cg08083816","16",2915685,"","","","N_Shelf"
"cg05036279","cg05036279","16",2917040,"","","","N_Shore"
"cg25015277","cg25015277","16",2918180,"","","","Island"
"cg05735674","cg05735674","16",2918333,"","","","Island"
"cg21082427","cg21082427","16",2918679,"","","","Island"
"cg03453764","cg03453764","16",2918704,"","","","S_Shore"
"cg26924044","cg26924044","16",2920939,"","","","S_Shelf"
"cg27393982","cg27393982","16",2925011,"","","",""
"cg05185364","cg05185364","16",2930069,"","","","N_Shelf"
"cg27529630","cg27529630","16",2930298,"","","","N_Shore"
"cg04155600","cg04155600","16",2932470,"FLYWCH2;FLYWCH2;FLYWCH2","NM_001142499;NM_001142500;NM_138439","TSS1500;TSS1500;TSS1500","Island"
"cg02718531","cg02718531","16",2932507,"FLYWCH2;FLYWCH2;FLYWCH2","NM_001142499;NM_001142500;NM_138439","TSS1500;TSS1500;TSS1500","Island"
"cg21085535","cg21085535","16",2932904,"FLYWCH2;FLYWCH2;FLYWCH2","NM_001142499;NM_001142500;NM_138439","TSS1500;TSS1500;TSS1500","Island"
"cg27163692","cg27163692","16",2932999,"FLYWCH2;FLYWCH2;FLYWCH2","NM_001142499;NM_138439;NM_001142500","TSS200;TSS200;TSS200","Island"
"cg26091928","cg26091928","16",2933043,"FLYWCH2;FLYWCH2;FLYWCH2","NM_001142499;NM_138439;NM_001142500","TSS200;TSS200;TSS200","Island"
"cg08701515","cg08701515","16",2933096,"FLYWCH2;FLYWCH2;FLYWCH2","NM_001142499;NM_138439;NM_001142500","TSS200;TSS200;TSS200","Island"
"cg27500918","cg27500918","16",2933308,"FLYWCH2;FLYWCH2;FLYWCH2;FLYWCH2;FLYWCH2","NM_001142499;NM_001142500;NM_138439;NM_001142500;NM_138439","5'UTR;1stExon;5'UTR;5'UTR;1stExon","Island"
